Timestamp,Open,High,Low,Close,Volume
1510185600000,308.6449890136719,329.4519958496094,307.0559997558594,320.8840026855469,893249984
1510272000000,320.6709899902344,324.7179870605469,294.5419921875,299.25299072265625,885985984
1510358400000,298.58599853515625,319.4530029296875,298.1919860839844,314.6809997558594,842300992
1510444800000,314.69000244140625,319.15301513671875,298.51300048828125,307.9079895019531,1613479936
1510531200000,307.0249938964844,328.4150085449219,307.0249938964844,316.71600341796875,1041889984
1510617600000,316.76300048828125,340.177001953125,316.76300048828125,337.6310119628906,1069680000
1510704000000,337.9639892578125,340.9119873046875,329.81298828125,333.35699462890625,722665984
1510790400000,333.4429931640625,336.15899658203125,323.6059875488281,330.92401123046875,797254016
1510876800000,330.1669921875,334.9639892578125,327.52301025390625,332.3940124511719,621732992
1510963200000,331.9800109863281,349.6159973144531,327.68701171875,347.61199951171875,649638976
1511049600000,347.4010009765625,371.2909851074219,344.739990234375,354.385986328125,1181529984
1511136000000,354.093994140625,372.1369934082031,353.28900146484375,366.7300109863281,807027008
1511222400000,367.4429931640625,372.4700012207031,350.6929931640625,360.4010009765625,949912000
1511308800000,360.31201171875,381.4200134277344,360.1470031738281,380.6520080566406,800819008
1511395200000,381.4389953613281,425.5480041503906,376.0880126953125,410.1659851074219,1845680000
1511481600000,412.5010070800781,480.9729919433594,402.75799560546875,474.9110107421875,2292829952
1511568000000,475.6759948730469,485.1919860839844,461.0530090332031,466.2760009765625,1422080000
1511654400000,465.9739990234375,472.7229919433594,451.6059875488281,471.3299865722656,1197779968
1511740800000,471.531005859375,493.4049987792969,468.4849853515625,480.3550109863281,1396480000
1511827200000,480.51800537109375,482.4800109863281,466.34698486328125,472.9020080566406,1346499968
1511913600000,473.281005859375,522.3070068359375,425.0710144042969,427.52301025390625,2675940096
1512000000000,431.2149963378906,465.49700927734375,401.2430114746094,447.114013671875,1903040000
1512086400000,445.2090148925781,472.6090087890625,428.31201171875,466.5400085449219,1247879936
1512172800000,466.85101318359375,476.239013671875,456.65301513671875,463.4490051269531,943649984
1512259200000,463.7049865722656,482.8139953613281,451.85198974609375,465.8529968261719,990556992
1512345600000,466.0539855957031,474.7770080566406,453.31201171875,470.2040100097656,1005550016
1512432000000,470.29400634765625,473.5580139160156,457.6600036621094,463.281005859375,1216720000
1512518400000,462.60400390625,462.7080078125,420.2099914550781,428.5880126953125,1998259968
1512604800000,426.3689880371094,441.3970031738281,414.4110107421875,434.4079895019531,2129570048
1512691200000,434.989013671875,466.06201171875,422.36700439453125,456.031005859375,2336379904
1512777600000,457.343994140625,504.1470031738281,456.25299072265625,473.50201416015625,2003849984
1512864000000,472.78900146484375,472.78900146484375,429.5140075683594,441.72100830078125,1404179968
1512950400000,440.3580017089844,516.968994140625,439.10400390625,515.135986328125,1771440000
1513036800000,522.2860107421875,657.3179931640625,504.4939880371094,651.4310302734375,5179829760
1513123200000,644.906005859375,747.9929809570312,597.7979736328125,702.7670288085938,4524539904
1513209600000,700.593994140625,753.1209716796875,664.989013671875,695.8159790039062,3821580032
